job_id,user,account,partition,qos,wallclock_req,nodes_req,processors_req,gpus_req,mem_req,submit_time,end_time,name,work_dir,submit_line,job_length,user_account_name
11543093,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 21:01:48,2023-01-31 00:58:02,name00295747,work_dir02349530,submit_line00040283,short,user0716@account0464@name00295747
11542773,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 20:58:01,2023-01-31 00:38:56,name00295747,work_dir02349204,submit_line00040283,short,user0716@account0464@name00295747
11635342,user0065,account0491,partition007,high,3600.0,1,1,0,85248.0,2023-02-15 16:02:58,2023-02-15 16:25:37,name02071491,work_dir02150156,submit_line00702814,short,Other
11529974,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-28 22:36:28,2023-01-29 04:26:13,name02642449,work_dir02347458,submit_line01389384,short,Other
1410,user0361,account0068,partition007,normal,900.0,1,1,0,85248.0,2023-01-28 20:44:38,2023-01-28 22:30:32,name02564200,work_dir02338918,submit_line01302464,short,Other
14770,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-04 21:19:28,2023-02-04 21:19:57,name00295747,work_dir02355679,submit_line00040283,short,user0716@account0464@name00295747
11643221,user0776,account0402,partition001,high,43200.0,1,36,0,85248.0,2023-02-16 16:31:17,2023-02-17 01:44:23,name00015238,work_dir02375931,submit_line00000560,short,user0776@account0402@name00015238
11465215,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:42,2023-02-02 16:09:27,name00011523,work_dir02341688,submit_line00000340,long,user0095@account0529@name00011523
11542962,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 21:00:18,2023-01-31 00:46:45,name00295747,work_dir02349390,submit_line00040283,short,user0716@account0464@name00295747
11464894,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:12,2023-01-30 22:49:30,name00011523,work_dir02341373,submit_line00000340,long,user0095@account0529@name00011523
11543113,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 21:01:51,2023-01-31 00:58:02,name00295747,work_dir02349536,submit_line00040283,short,user0716@account0464@name00295747
11649424,user0295,account0472,partition001,high,18000.0,1,1,0,85248.0,2023-02-17 18:02:04,2023-02-17 18:35:28,name02650679,work_dir02366077,submit_line01434222,short,user0295@account0472@name02650679
11415359,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-13 10:32:13,2023-01-15 08:42:39,name02575668,work_dir02336662,submit_line01313920,short,Other
11542795,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 20:58:58,2023-01-31 00:38:56,name00295747,work_dir02349230,submit_line00040283,short,user0716@account0464@name00295747
11378135,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-10 09:57:28,2023-01-11 03:39:28,name02546381,work_dir02333892,submit_line01284884,short,Other
11365232,user0682,account0470,partition028,standby,172800.0,1,1,0,90000.0,2023-01-09 16:47:32,2023-01-10 07:19:42,name02534979,work_dir01960182,submit_line01273391,long,Other
11465,user0644,account0552,partition007,high,5400.0,1,36,0,85248.0,2023-02-17 07:57:00,2023-02-17 09:08:54,name02661792,work_dir02056342,submit_line00515942,long,Other
11589130,user0625,account0520,partition007,normal,13800.0,1,1,0,85248.0,2023-02-08 05:20:27,2023-02-08 07:16:43,name02476426,work_dir02338309,submit_line01405397,short,Other
11573732,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-05 07:49:06,2023-02-05 07:52:04,name00295747,work_dir02358320,submit_line00040283,short,user0716@account0464@name00295747
11425573,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-16 14:27:30,2023-01-20 16:37:09,name00011523,work_dir02268648,submit_line00000340,long,user0095@account0529@name00011523
11433625,user0155,account0317,partition001,high,86400.0,1,36,0,85248.0,2023-01-19 04:45:17,2023-01-19 05:48:43,name01313339,work_dir02339125,submit_line00566369,long,Other
11643455,user0776,account0402,partition001,high,43200.0,1,36,0,85248.0,2023-02-16 16:31:45,2023-02-17 01:45:29,name00015238,work_dir02376161,submit_line00000560,short,user0776@account0402@name00015238
11396309,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-11 23:11:06,2023-01-12 03:31:20,name02560031,work_dir02335918,submit_line01298588,short,Other
11382577,user0672,account0402,partition007,normal,7200.0,4,144,0,340992.0,2023-01-10 17:38:03,2023-01-10 22:54:59,name02399863,work_dir02334810,submit_line00017456,medium,Other
11643539,user0776,account0402,partition001,high,43200.0,1,36,0,85248.0,2023-02-16 16:31:53,2023-02-17 01:46:29,name00015238,work_dir02376246,submit_line00000560,short,user0776@account0402@name00015238
11370069,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-09 23:28:31,2023-01-10 02:13:52,name02538807,work_dir02333866,submit_line01277301,short,Other
14786,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-04 14:36:23,2023-02-04 14:38:07,name00295747,work_dir02355695,submit_line00040283,short,user0716@account0464@name00295747
11601213,user0387,account0242,partition007,high,14400.0,1,1,0,85248.0,2023-02-10 15:24:49,2023-02-10 15:36:14,name02649633,work_dir02364557,submit_line01408998,short,Other
20402,user0129,account0460,partition007,high,14400.0,1,1,0,85248.0,2023-02-01 17:06:43,2023-02-01 17:28:48,name02646135,work_dir02349992,submit_line01397743,medium,Other
11331077,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-06 11:27:38,2023-01-06 17:32:02,name02432334,work_dir02325133,submit_line01251243,short,Other
11453978,user0600,account0017,partition006,high,7200.0,1,1,1,751616.0,2023-01-20 17:51:09,2023-01-20 18:01:54,name02465180,work_dir02262236,submit_line01335420,short,Other
11427303,user0700,account0474,partition028,standby,172800.0,1,1,0,85248.0,2023-01-17 09:02:28,2023-01-17 10:17:01,name02579783,work_dir02337533,submit_line01318351,short,Other
11464898,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:12,2023-01-30 02:39:58,name00011523,work_dir02341367,submit_line00000340,long,user0095@account0529@name00011523
219168,user0407,account0483,partition001,high,86400.0,1,1,0,85248.0,2023-01-20 08:29:15,2023-01-20 08:33:22,name02579203,work_dir02010947,submit_line01327735,short,Other
197215,user0726,account0493,partition001,high,21600.0,1,1,0,90000.0,2023-01-11 16:59:42,2023-01-11 18:38:41,name02362708,work_dir02233165,submit_line01024539,long,Other
11416262,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-13 10:36:19,2023-01-15 08:53:43,name02576563,work_dir02336662,submit_line01314816,short,Other
11657710,user0287,account0377,partition001,high,172740.0,1,1,0,85248.0,2023-02-20 11:42:44,2023-02-20 21:37:36,name02296508,work_dir02354126,submit_line01439377,long,Other
20385,user0129,account0460,partition007,high,14400.0,1,1,0,85248.0,2023-02-01 17:06:38,2023-02-01 17:25:56,name02646135,work_dir02349975,submit_line01397743,medium,Other
11550244,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-01 05:18:05,2023-02-01 05:19:06,name00295747,work_dir02352085,submit_line00040283,short,user0716@account0464@name00295747
11570641,user0846,account0461,partition001,normal,86400.0,2,72,0,170496.0,2023-02-04 18:14:24,2023-02-05 01:55:38,name02394244,work_dir02355859,submit_line01401482,long,Other
11647242,user0295,account0472,partition001,high,18000.0,1,1,0,85248.0,2023-02-17 07:10:55,2023-02-17 08:44:21,name02650679,work_dir02366077,submit_line01433007,short,user0295@account0472@name02650679
218999,user0407,account0483,partition001,high,86400.0,1,1,0,85248.0,2023-01-12 16:52:03,2023-01-12 16:53:57,name02517797,work_dir02010947,submit_line01302533,short,Other
11516020,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-27 09:01:28,2023-01-28 05:27:05,name02635193,work_dir02346423,submit_line01380793,short,Other
11446255,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-20 11:01:12,2023-01-21 08:15:37,name02588976,work_dir02340339,submit_line01329187,short,Other
11465070,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:26,2023-01-31 07:20:22,name00011523,work_dir02341544,submit_line00000340,long,user0095@account0529@name00011523
11430504,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-18 12:36:56,2023-01-19 10:18:36,name00011523,work_dir02266617,submit_line00000340,long,user0095@account0529@name00011523
11532684,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-28 22:47:07,2023-01-29 05:59:46,name02439944,work_dir02347458,submit_line01392109,short,Other
11505197,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-26 07:30:33,2023-01-27 05:16:15,name02629147,work_dir02345231,submit_line01374127,short,Other
1942,user0044,account0571,partition007,high,1200.0,1,1,0,85248.0,2023-01-30 11:57:44,2023-01-30 12:14:31,name00004484,work_dir02269526,submit_line01395730,short,Other
11465169,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:38,2023-01-31 04:25:39,name00011523,work_dir02341647,submit_line00000340,long,user0095@account0529@name00011523
11471251,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-22 19:33:30,2023-01-23 03:53:03,name02605071,work_dir02343363,submit_line01347368,short,Other
230024,user0557,account0431,partition001,high,172800.0,1,1,0,85248.0,2023-01-22 00:17:12,2023-01-22 04:06:20,name00000028,work_dir02341241,submit_line00015128,long,Other
11424952,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-16 14:22:39,2023-01-18 13:43:34,name00011523,work_dir02265899,submit_line00000340,long,user0095@account0529@name00011523
14908,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-04 21:19:31,2023-02-04 21:20:52,name00295747,work_dir02355817,submit_line00040283,short,user0716@account0464@name00295747
11331822,user0677,account0211,partition001,high,172800.0,1,1,0,85248.0,2023-01-06 16:07:12,2023-01-06 23:08:43,name02093529,work_dir02325299,submit_line01251503,long,Other
11428,user0819,account0033,partition007,high,5040.0,1,1,0,85248.0,2023-02-10 22:22:29,2023-02-10 22:29:02,name00004484,work_dir02366992,submit_line01409234,short,user0819@account0033@name00004484
11623910,user0295,account0472,partition001,normal,36000.0,1,1,0,85248.0,2023-02-15 10:12:53,2023-02-15 10:49:22,name02650679,work_dir02366077,submit_line01421065,short,user0295@account0472@name02650679
11346312,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-07 16:42:30,2023-01-08 05:16:10,name02529957,work_dir02325543,submit_line01265517,short,Other
20299,user0484,account0033,partition007,high,14400.0,1,1,0,85248.0,2023-01-23 11:04:08,2023-01-23 11:04:21,name02504851,work_dir02343480,submit_line00071610,short,Other
11543046,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 21:01:38,2023-01-31 00:52:35,name00295747,work_dir02349472,submit_line00040283,short,user0716@account0464@name00295747
11525355,user0322,account0180,partition007,normal,14400.0,1,36,0,85248.0,2023-01-28 15:17:01,2023-01-28 15:21:54,name02517671,work_dir02347009,submit_line01318897,short,Other
11643087,user0776,account0402,partition001,high,43200.0,1,36,0,85248.0,2023-02-16 16:31:02,2023-02-17 01:42:00,name00015238,work_dir02375802,submit_line00000560,short,user0776@account0402@name00015238
11420310,user0535,account0214,partition028,standby,172800.0,1,36,0,85248.0,2023-01-13 14:19:40,2023-01-16 17:52:30,name02488527,work_dir02295606,submit_line01214127,long,Other
11583592,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-07 12:45:27,2023-02-08 00:59:37,name00295747,work_dir02361258,submit_line00040283,short,user0716@account0464@name00295747
11340674,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-07 16:20:24,2023-01-07 23:46:13,name02524313,work_dir02325543,submit_line01259872,short,Other
11338647,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-06 23:12:11,2023-01-07 07:47:33,name02522659,work_dir02325344,submit_line01258160,short,Other
11425637,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-16 14:27:38,2023-01-19 04:01:23,name00011523,work_dir02268730,submit_line00000340,long,user0095@account0529@name00011523
226419,user0707,account0114,partition001,normal,108000.0,1,1,0,85248.0,2023-02-07 16:37:35,2023-02-07 17:04:03,name02625248,work_dir02360635,submit_line00010906,short,Other
197865,user0513,account0476,partition001,normal,28800.0,1,1,0,180000.0,2023-01-29 10:52:12,2023-01-29 14:44:36,name02307509,work_dir02196826,submit_line01064842,long,Other
11494074,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-25 09:47:27,2023-01-26 03:38:48,name02621179,work_dir02344829,submit_line01365202,short,Other
11512988,user0181,account0120,partition007,normal,14400.0,10,360,0,852480.0,2023-01-27 03:06:10,2023-01-27 03:11:28,name00036360,work_dir02346339,submit_line00028807,short,Other
11573741,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-05 07:49:08,2023-02-05 07:52:49,name00295747,work_dir02358336,submit_line00040283,short,user0716@account0464@name00295747
11569145,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-04 11:47:12,2023-02-04 11:47:54,name00295747,work_dir02355049,submit_line00040283,short,user0716@account0464@name00295747
5047,user0912,account0066,partition007,high,3600.0,1,1,0,85248.0,2023-01-11 07:15:39,2023-01-11 07:19:05,name00004483,work_dir02322729,submit_line01212975,short,Other
11634487,user0065,account0491,partition007,high,3600.0,1,1,0,85248.0,2023-02-15 14:08:01,2023-02-15 15:14:55,name02126126,work_dir02150156,submit_line00769416,medium,Other
11540105,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 13:47:33,2023-01-30 14:58:20,name00295747,work_dir02348158,submit_line00040283,short,user0716@account0464@name00295747
11641526,user0776,account0402,partition001,high,43200.0,1,36,0,85248.0,2023-02-16 16:28:24,2023-02-17 00:17:56,name00015238,work_dir02374213,submit_line00000560,short,user0776@account0402@name00015238
14748,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-04 21:19:27,2023-02-04 21:19:58,name00295747,work_dir02355657,submit_line00040283,short,user0716@account0464@name00295747
11643689,user0498,account0066,partition007,high,3600.0,1,1,0,85248.0,2023-02-16 16:42:07,2023-02-16 16:48:04,name00004483,work_dir02376391,submit_line01212975,short,Other
11606503,user0295,account0472,partition001,normal,36000.0,1,1,0,85248.0,2023-02-13 08:50:35,2023-02-13 10:31:22,name02650390,work_dir02366077,submit_line01410726,short,Other
11642855,user0776,account0402,partition001,high,43200.0,1,36,0,85248.0,2023-02-16 16:30:37,2023-02-17 01:42:03,name00015238,work_dir02375559,submit_line00000560,medium,user0776@account0402@name00015238
11529022,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-28 22:34:42,2023-01-29 03:44:23,name02641488,work_dir02347458,submit_line01388423,short,Other
11646188,user0295,account0472,partition001,high,18000.0,1,1,0,85248.0,2023-02-17 07:09:08,2023-02-17 07:12:44,name02650679,work_dir02366077,submit_line01431981,short,user0295@account0472@name02650679
11464463,user0322,account0180,partition007,normal,14400.0,1,36,0,85248.0,2023-01-21 22:04:52,2023-01-21 22:10:31,name00059927,work_dir02341232,submit_line01343796,short,user0322@account0180@name00059927
11543602,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-31 07:21:45,2023-01-31 13:26:13,name00295747,work_dir02349826,submit_line00040283,short,user0716@account0464@name00295747
11495725,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-25 09:56:09,2023-01-26 04:30:39,name02622730,work_dir02344829,submit_line01366754,short,Other
2095,user0501,account0538,partition007,high,1800.0,1,1,0,85248.0,2023-01-17 14:54:00,2023-01-17 15:12:40,name01570210,work_dir02253785,submit_line01058801,medium,Other
11596827,user0407,account0491,partition001,high,172800.0,1,1,0,85248.0,2023-02-09 15:54:13,2023-02-09 23:34:23,name02579833,work_dir02010947,submit_line01407590,long,Other
11399446,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-11 23:23:53,2023-01-12 05:39:55,name02563159,work_dir02335918,submit_line01301716,short,Other
11540271,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 13:49:52,2023-01-30 22:22:05,name00295747,work_dir02348315,submit_line00040283,short,user0716@account0464@name00295747
11535436,user0322,account0180,partition006,normal,172800.0,1,2,2,751616.0,2023-01-29 04:22:43,2023-01-29 08:41:28,name02617521,work_dir02347474,submit_line01361424,long,Other
20364,user0129,account0460,partition007,high,14400.0,1,1,0,85248.0,2023-02-01 17:06:38,2023-02-01 17:25:53,name02646135,work_dir02349954,submit_line01397743,medium,Other
11304351,user0065,account0478,partition007,high,14400.0,1,1,0,85248.0,2023-01-03 11:09:11,2023-01-03 11:46:08,name02503650,work_dir02302031,submit_line01233716,medium,Other
11425149,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-16 14:25:41,2023-01-18 12:40:34,name00011523,work_dir02267593,submit_line00000340,long,user0095@account0529@name00011523
11362168,user0864,account0072,partition001,normal,172800.0,1,32,0,85248.0,2023-01-09 12:15:32,2023-01-09 20:28:56,name02494232,work_dir02332687,submit_line00000512,long,user0864@account0072@name02494232
11543217,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 21:02:41,2023-01-31 00:58:03,name00295747,work_dir02349638,submit_line00040283,short,user0716@account0464@name00295747
11649615,user0295,account0472,partition001,high,18000.0,1,1,0,85248.0,2023-02-17 18:02:32,2023-02-17 18:59:50,name02650679,work_dir02366077,submit_line01434408,short,user0295@account0472@name02650679
11434713,user0535,account0214,partition028,standby,172800.0,1,36,0,85248.0,2023-01-19 13:18:06,2023-01-22 23:53:46,name02488527,work_dir02295729,submit_line01214127,long,Other
11322085,user0864,account0072,partition001,normal,172800.0,1,32,0,85248.0,2023-01-06 01:00:29,2023-01-06 04:44:30,name02494232,work_dir02323257,submit_line00000512,short,user0864@account0072@name02494232
11332852,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-06 22:51:46,2023-01-07 04:02:48,name02461993,work_dir02325344,submit_line01252368,short,Other
11407344,user0408,account0495,partition007,normal,14400.0,1,1,0,180224.0,2023-01-12 22:19:16,2023-01-13 04:56:25,name02568350,work_dir02336408,submit_line01306527,short,Other
17620,user0227,account0033,partition007,normal,10080.0,1,1,0,85248.0,2023-01-25 14:13:11,2023-01-25 15:40:48,name00004484,work_dir02345179,submit_line01360813,long,user0227@account0033@name00004484
11543572,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-31 07:21:40,2023-01-31 08:56:58,name00295747,work_dir02349791,submit_line00040283,short,user0716@account0464@name00295747
11314371,user0396,account0292,partition028,standby,172800.0,7,252,0,596736.0,2023-01-05 16:24:26,2023-01-06 09:54:03,name02503966,work_dir01834854,submit_line01233964,long,Other
11483204,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-23 11:01:38,2023-01-25 04:21:29,name02616121,work_dir02343475,submit_line01358760,short,Other
11465031,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:23,2023-01-31 12:25:58,name00011523,work_dir02341510,submit_line00000340,long,user0095@account0529@name00011523
18653,user0227,account0033,partition007,high,11700.0,1,1,0,85248.0,2023-02-08 15:08:43,2023-02-08 16:01:07,name00004484,work_dir02363566,submit_line01404622,long,user0227@account0033@name00004484
11464996,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:20,2023-01-31 06:49:54,name00011523,work_dir02341463,submit_line00000340,long,user0095@account0529@name00011523
11465073,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:26,2023-01-31 19:51:57,name00011523,work_dir02341551,submit_line00000340,long,user0095@account0529@name00011523
11424000,user0600,account0017,partition006,high,43200.0,1,1,1,751616.0,2023-01-16 01:02:08,2023-01-16 02:19:47,name02579642,work_dir02262236,submit_line01318204,medium,Other
11489492,user0346,account0329,partition007,normal,10800.0,1,1,0,85248.0,2023-01-24 19:17:44,2023-01-24 19:22:32,name02617694,work_dir02344752,submit_line01361624,short,Other
11574036,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-05 07:53:24,2023-02-05 08:15:55,name00295747,work_dir02358637,submit_line00040283,short,user0716@account0464@name00295747
11528575,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-28 22:33:20,2023-01-29 02:35:00,name02641055,work_dir02347458,submit_line01387990,short,Other
11448294,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-20 11:06:41,2023-01-21 10:52:58,name02591004,work_dir02340339,submit_line01331215,short,Other
11489703,user0346,account0329,partition007,normal,10800.0,1,1,0,85248.0,2023-01-24 19:20:50,2023-01-24 19:32:42,name02617904,work_dir02344752,submit_line01361834,short,Other
11540302,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 13:50:29,2023-01-30 22:58:38,name00295747,work_dir02348352,submit_line00040283,short,user0716@account0464@name00295747
11603088,user0570,account0018,partition001,high,172800.0,2,72,0,170496.0,2023-02-11 11:23:23,2023-02-11 12:34:17,name01129575,work_dir02353882,submit_line00000546,long,Other
14815,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-02-04 21:19:29,2023-02-04 21:20:53,name00295747,work_dir02355724,submit_line00040283,short,user0716@account0464@name00295747
11466393,user0700,account0474,partition028,standby,172800.0,1,1,0,85248.0,2023-01-22 11:30:48,2023-01-22 11:32:25,name02579794,work_dir02342808,submit_line01318362,short,Other
11649700,user0295,account0472,partition001,high,18000.0,1,1,0,85248.0,2023-02-17 18:02:44,2023-02-17 19:18:36,name02650679,work_dir02366077,submit_line01434509,medium,user0295@account0472@name02650679
11424843,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-16 14:21:49,2023-01-17 17:52:28,name00011523,work_dir02265462,submit_line00000340,long,user0095@account0529@name00011523
11450547,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-20 11:13:11,2023-01-21 19:38:35,name02593261,work_dir02340339,submit_line01333472,short,Other
11465379,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-22 07:18:56,2023-02-04 02:58:29,name00011523,work_dir02341856,submit_line00000340,long,user0095@account0529@name00011523
11591897,user0029,account0239,partition007,high,14400.0,2,2,0,170496.0,2023-02-08 10:18:06,2023-02-08 11:15:01,name02649372,work_dir02363098,submit_line01066110,medium,Other
11455690,user0095,account0529,partition028,standby,172800.0,1,72,0,85248.0,2023-01-21 05:29:17,2023-01-22 13:49:09,name00011523,work_dir02268573,submit_line00000340,long,user0095@account0529@name00011523
11315221,user0408,account0495,partition007,normal,14400.0,1,1,0,85248.0,2023-01-05 21:22:33,2023-01-06 02:51:53,name02505514,work_dir02323027,submit_line01237779,short,Other
11306021,user0600,account0017,partition006,high,7200.0,1,1,1,751616.0,2023-01-03 13:47:09,2023-01-03 14:10:23,name02487746,work_dir02200056,submit_line01215359,short,Other
11540224,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 13:49:50,2023-01-30 19:21:58,name00295747,work_dir02348280,submit_line00040283,short,user0716@account0464@name00295747
11530377,user0408,account0495,partition007,normal,14400.0,1,1,0,180224.0,2023-01-28 22:38:21,2023-01-29 04:40:30,name02446457,work_dir02347458,submit_line01389790,short,Other
11543188,user0716,account0464,partition026,standby,7200.0,1,1,0,85248.0,2023-01-30 21:02:36,2023-01-31 00:58:02,name00295747,work_dir02349617,submit_line00040283,short,user0716@account0464@name00295747
11648011,user0166,account0589,partition001,high,172800.0,1,1,0,170000.0,2023-02-17 08:45:31,2023-02-18 04:29:01,name02661823,work_dir02336211,submit_line01433725,long,Other
23377,user0285,account0164,partition007,normal,14400.0,1,1,0,85248.0,2023-01-11 14:24:41,2023-01-11 15:39:29,name02504141,work_dir02100246,submit_line01234421,short,Other
11552407,user0862,account0433,partition007,normal,14400.0,1,16,0,85248.0,2023-02-01 12:59:59,2023-02-01 19:20:08,name02393056,work_dir02353198,submit_line01057079,long,Other
11306126,user0600,account0017,partition006,high,7200.0,1,1,1,751616.0,2023-01-03 13:50:24,2023-01-03 14:14:20,name02487819,work_dir02200056,submit_line01215432,short,Other
