job_id,qos,gpus_req,user_account_name,processors_req_nodes,nodes_req_mem,processors_req_mem,partition_wallclock
11465169,30,0,1,72.0,85248.0,1184.0,10368000.0
11471251,20,0,0,1.0,85248.0,85248.0,432000.0
230024,25,0,0,1.0,85248.0,85248.0,8640000.0
11424952,30,0,1,72.0,85248.0,1184.0,10368000.0
14908,30,0,3,1.0,85248.0,85248.0,144000.0
11331822,25,0,0,1.0,85248.0,85248.0,8640000.0
11428,25,0,6,1.0,85248.0,85248.0,151200.0
11623910,20,0,4,1.0,85248.0,85248.0,1800000.0
11346312,20,0,0,1.0,85248.0,85248.0,432000.0
20299,25,0,0,1.0,85248.0,85248.0,432000.0
11543046,30,0,3,1.0,85248.0,85248.0,144000.0
11525355,20,0,0,36.0,85248.0,2368.0,432000.0
11643087,25,0,5,36.0,85248.0,2368.0,2160000.0
11420310,30,0,0,36.0,85248.0,2368.0,10368000.0
11583592,30,0,3,1.0,85248.0,85248.0,144000.0
11340674,20,0,0,1.0,85248.0,85248.0,432000.0
11338647,20,0,0,1.0,85248.0,85248.0,432000.0
11425637,30,0,1,72.0,85248.0,1184.0,10368000.0
226419,20,0,0,1.0,85248.0,85248.0,5400000.0
197865,20,0,0,1.0,180000.0,180000.0,1440000.0
11494074,20,0,0,1.0,85248.0,85248.0,432000.0
11512988,20,0,0,36.0,85248.0,2368.0,432000.0
11573741,30,0,3,1.0,85248.0,85248.0,144000.0
11569145,30,0,3,1.0,85248.0,85248.0,144000.0
5047,25,0,0,1.0,85248.0,85248.0,108000.0
11634487,25,0,0,1.0,85248.0,85248.0,108000.0
11540105,30,0,3,1.0,85248.0,85248.0,144000.0
11641526,25,0,5,36.0,85248.0,2368.0,2160000.0
14748,30,0,3,1.0,85248.0,85248.0,144000.0
11643689,25,0,0,1.0,85248.0,85248.0,108000.0
11606503,20,0,0,1.0,85248.0,85248.0,1800000.0
11642855,25,0,5,36.0,85248.0,2368.0,2160000.0
11529022,20,0,0,1.0,85248.0,85248.0,432000.0
11646188,25,0,4,1.0,85248.0,85248.0,900000.0
11464463,20,0,2,36.0,85248.0,2368.0,432000.0
11543602,30,0,3,1.0,85248.0,85248.0,144000.0
11495725,20,0,0,1.0,85248.0,85248.0,432000.0
2095,25,0,0,1.0,85248.0,85248.0,54000.0
11596827,25,0,0,1.0,85248.0,85248.0,8640000.0
11399446,20,0,0,1.0,85248.0,85248.0,432000.0
11540271,30,0,3,1.0,85248.0,85248.0,144000.0
11535436,20,2,0,2.0,751616.0,375808.0,6912000.0
20364,25,0,0,1.0,85248.0,85248.0,432000.0
11304351,25,0,0,1.0,85248.0,85248.0,432000.0
11425149,30,0,1,72.0,85248.0,1184.0,10368000.0
11362168,20,0,7,32.0,85248.0,2664.0,8640000.0
11543217,30,0,3,1.0,85248.0,85248.0,144000.0
11649615,25,0,4,1.0,85248.0,85248.0,900000.0
11434713,30,0,0,36.0,85248.0,2368.0,10368000.0
11322085,20,0,7,32.0,85248.0,2664.0,8640000.0
11332852,20,0,0,1.0,85248.0,85248.0,432000.0
11407344,20,0,0,1.0,180224.0,180224.0,432000.0
17620,20,0,8,1.0,85248.0,85248.0,302400.0
11543572,30,0,3,1.0,85248.0,85248.0,144000.0
11314371,30,0,0,36.0,85248.0,2368.0,10368000.0
11483204,20,0,0,1.0,85248.0,85248.0,432000.0
11465031,30,0,1,72.0,85248.0,1184.0,10368000.0
18653,25,0,8,1.0,85248.0,85248.0,351000.0
11464996,30,0,1,72.0,85248.0,1184.0,10368000.0
11465073,30,0,1,72.0,85248.0,1184.0,10368000.0
11424000,25,1,0,1.0,751616.0,751616.0,1728000.0
11489492,20,0,0,1.0,85248.0,85248.0,324000.0
11574036,30,0,3,1.0,85248.0,85248.0,144000.0
11528575,20,0,0,1.0,85248.0,85248.0,432000.0
11448294,20,0,0,1.0,85248.0,85248.0,432000.0
11489703,20,0,0,1.0,85248.0,85248.0,324000.0
11540302,30,0,3,1.0,85248.0,85248.0,144000.0
11603088,25,0,0,36.0,85248.0,2368.0,8640000.0
14815,30,0,3,1.0,85248.0,85248.0,144000.0
11466393,30,0,0,1.0,85248.0,85248.0,10368000.0
11649700,25,0,4,1.0,85248.0,85248.0,900000.0
11424843,30,0,1,72.0,85248.0,1184.0,10368000.0
11450547,20,0,0,1.0,85248.0,85248.0,432000.0
11465379,30,0,1,72.0,85248.0,1184.0,10368000.0
11591897,25,0,0,1.0,85248.0,85248.0,432000.0
11455690,30,0,1,72.0,85248.0,1184.0,10368000.0
11315221,20,0,0,1.0,85248.0,85248.0,432000.0
11306021,25,1,0,1.0,751616.0,751616.0,288000.0
11540224,30,0,3,1.0,85248.0,85248.0,144000.0
11530377,20,0,0,1.0,180224.0,180224.0,432000.0
11543188,30,0,3,1.0,85248.0,85248.0,144000.0
11648011,25,0,0,1.0,170000.0,170000.0,8640000.0
23377,20,0,0,1.0,85248.0,85248.0,432000.0
11552407,20,0,0,16.0,85248.0,5328.0,432000.0
11306126,25,1,0,1.0,751616.0,751616.0,288000.0
218774,25,0,0,1.0,85248.0,85248.0,4320000.0
11430,25,0,6,1.0,85248.0,85248.0,151200.0
11466056,30,0,1,72.0,85248.0,1184.0,10368000.0
11375957,20,0,0,1.0,85248.0,85248.0,432000.0
219543,25,0,0,1.0,85248.0,85248.0,4320000.0
11583548,30,0,3,1.0,85248.0,85248.0,144000.0
11614525,20,0,0,36.0,85248.0,2368.0,432000.0
226524,20,0,0,1.0,85248.0,85248.0,5400000.0
11512575,30,0,1,72.0,85248.0,1184.0,10368000.0
11540276,30,0,3,1.0,85248.0,85248.0,144000.0
218952,25,0,0,1.0,85248.0,85248.0,4320000.0
11668989,25,0,0,1.0,170000.0,170000.0,8640000.0
219471,25,0,0,1.0,85248.0,85248.0,4320000.0
11533,25,1,0,1.0,751616.0,751616.0,288000.0
225631,20,0,0,1.0,85248.0,85248.0,5400000.0
219263,25,0,0,1.0,85248.0,85248.0,4320000.0
11514,20,0,6,1.0,85248.0,85248.0,205200.0
11513084,20,0,0,36.0,85248.0,2368.0,432000.0
11400062,20,0,0,1.0,179000.0,179000.0,1440000.0
11424782,30,0,1,72.0,85248.0,1184.0,10368000.0
11466369,30,0,0,1.0,85248.0,85248.0,10368000.0
11466151,30,0,1,72.0,85248.0,1184.0,10368000.0
11617280,25,0,0,1.0,85248.0,85248.0,8640000.0
11538696,30,0,0,18.0,85248.0,4736.0,108000.0
11574141,30,0,3,1.0,85248.0,85248.0,144000.0
11593011,20,0,0,36.0,85248.0,2368.0,4320000.0
11573831,30,0,3,1.0,85248.0,85248.0,144000.0
14831,30,0,3,1.0,85248.0,85248.0,144000.0
11540335,30,0,3,1.0,85248.0,85248.0,144000.0
17611,25,0,0,1.0,85248.0,85248.0,302400.0
11582724,25,0,0,36.0,85248.0,2368.0,4320000.0
11540173,30,0,3,1.0,85248.0,85248.0,144000.0
11307177,25,0,0,1.0,85248.0,85248.0,432000.0
11305567,20,0,0,1.0,85248.0,85248.0,8640000.0
17619,20,0,0,1.0,85248.0,85248.0,302400.0
11297621,20,0,7,32.0,85248.0,2664.0,8640000.0
11539470,30,0,3,1.0,85248.0,85248.0,144000.0
11464985,30,0,1,72.0,85248.0,1184.0,10368000.0
11465261,30,0,1,72.0,85248.0,1184.0,10368000.0
11578346,25,0,0,1.0,85248.0,85248.0,8640000.0
11328268,20,0,0,1.0,85248.0,85248.0,432000.0
11465468,30,0,1,72.0,85248.0,1184.0,10368000.0
11492951,20,0,0,1.0,85248.0,85248.0,432000.0
11306290,30,0,0,36.0,85248.0,2368.0,10368000.0
11569410,30,0,3,1.0,85248.0,85248.0,144000.0
11540125,30,0,3,1.0,85248.0,85248.0,144000.0
11557927,20,0,0,36.0,85248.0,2368.0,1440000.0
11639811,20,0,5,36.0,85248.0,2368.0,2160000.0
219563,25,0,0,1.0,85248.0,85248.0,4320000.0
11543247,30,0,3,1.0,85248.0,85248.0,144000.0
17595,25,0,6,1.0,85248.0,85248.0,253800.0
11441186,20,0,0,1.0,85248.0,85248.0,432000.0
199432,20,0,4,1.0,85248.0,85248.0,1800000.0
11309995,20,0,0,1.0,85248.0,85248.0,8640000.0
11569162,30,0,3,1.0,85248.0,85248.0,144000.0
11539518,30,0,3,1.0,85248.0,85248.0,144000.0
11505151,20,0,0,1.0,85248.0,85248.0,432000.0
11421390,20,0,0,36.0,85248.0,2368.0,432000.0
11462077,20,0,0,1.0,85248.0,85248.0,432000.0
11429,25,0,6,1.0,85248.0,85248.0,151200.0
11396828,20,0,0,1.0,85248.0,85248.0,432000.0
11465518,30,0,1,72.0,85248.0,1184.0,10368000.0
11555054,25,0,0,1.0,85248.0,85248.0,4320000.0
11591899,25,0,0,1.0,85248.0,85248.0,432000.0
11601209,25,0,0,1.0,85248.0,85248.0,432000.0
11647292,25,0,4,1.0,85248.0,85248.0,900000.0
11647122,25,0,4,1.0,85248.0,85248.0,900000.0
11634369,25,0,0,1.0,85248.0,85248.0,108000.0
11647348,25,0,4,1.0,85248.0,85248.0,900000.0
11574121,30,0,3,1.0,85248.0,85248.0,144000.0
11600618,30,0,0,36.0,85248.0,2368.0,288000.0
254058,25,0,0,36.0,85248.0,2368.0,8640000.0
11446671,20,0,0,1.0,85248.0,85248.0,432000.0
197204,25,0,8,1.0,85248.0,85248.0,918000.0
11542888,30,0,3,1.0,85248.0,85248.0,144000.0
14686,30,0,3,1.0,85248.0,85248.0,144000.0
11542637,20,0,0,36.0,85248.0,2368.0,3600000.0
11468637,20,0,0,1.0,85248.0,85248.0,432000.0
11332276,20,0,0,1.0,85248.0,85248.0,432000.0
11333559,20,0,0,1.0,85248.0,85248.0,432000.0
11294696,20,0,7,32.0,85248.0,2664.0,8640000.0
11591942,25,0,0,1.0,85248.0,85248.0,432000.0
11651261,20,0,0,18.0,85248.0,4736.0,2970000.0
11647893,25,0,4,1.0,85248.0,85248.0,900000.0
11324287,20,0,0,1.0,85248.0,85248.0,432000.0
254063,25,0,0,36.0,85248.0,2368.0,8640000.0
17595,25,0,6,1.0,85248.0,85248.0,253800.0
11634541,25,0,0,1.0,85248.0,85248.0,108000.0
11312281,20,0,0,1.0,85248.0,85248.0,8640000.0
11574127,30,0,3,1.0,85248.0,85248.0,144000.0
11425546,30,0,1,72.0,85248.0,1184.0,10368000.0
11309321,25,0,0,1.0,173000.0,173000.0,432000.0
11543171,30,0,3,1.0,85248.0,85248.0,144000.0
11543209,30,0,3,1.0,85248.0,85248.0,144000.0
11396803,20,0,0,1.0,85248.0,85248.0,432000.0
1944,25,0,0,1.0,85248.0,85248.0,36000.0
11539853,20,0,0,32.0,85248.0,2664.0,8640000.0
11540331,30,0,3,1.0,85248.0,85248.0,144000.0
11415226,20,0,0,1.0,180224.0,180224.0,432000.0
18653,25,0,8,1.0,85248.0,85248.0,351000.0
11668540,25,0,0,1.0,85248.0,85248.0,162000.0
11540303,30,0,3,1.0,85248.0,85248.0,144000.0
11376050,20,0,0,1.0,180224.0,180224.0,432000.0
11478388,20,0,0,1.0,85248.0,85248.0,432000.0
11573991,30,0,3,1.0,85248.0,85248.0,144000.0
11540160,30,0,3,1.0,85248.0,85248.0,144000.0
19696,20,0,0,1.0,85248.0,85248.0,414000.0
11540095,30,0,3,1.0,85248.0,85248.0,144000.0
11627034,20,0,0,36.0,85248.0,2368.0,8640000.0
11474094,20,0,0,1.0,85248.0,85248.0,432000.0
11517563,20,0,0,1.0,85248.0,85248.0,432000.0
11514871,20,0,0,1.0,85248.0,85248.0,432000.0
11569542,30,0,3,1.0,85248.0,85248.0,144000.0
11427304,30,0,0,1.0,85248.0,85248.0,10368000.0
11634525,25,0,0,1.0,85248.0,85248.0,108000.0
11434659,30,0,0,36.0,85248.0,2368.0,10368000.0
11524674,25,0,0,1.0,90000.0,90000.0,8640000.0
11646184,25,0,4,1.0,85248.0,85248.0,900000.0
11540299,30,0,3,1.0,85248.0,85248.0,144000.0
11514178,20,0,0,1.0,85248.0,85248.0,432000.0
11314052,30,0,0,1.0,85248.0,85248.0,10368000.0
11574273,30,0,3,1.0,85248.0,85248.0,144000.0
11571419,30,0,1,72.0,85248.0,1184.0,10368000.0
11562513,25,0,0,36.0,85248.0,2368.0,4320000.0
11465868,30,0,1,72.0,85248.0,1184.0,10368000.0
11422600,25,0,0,1.0,85248.0,85248.0,90000.0
11567608,25,0,0,1.0,85248.0,85248.0,108000.0
11465613,30,0,1,72.0,85248.0,1184.0,10368000.0
11654904,20,0,0,18.0,85248.0,4736.0,2970000.0
11464302,20,0,2,36.0,85248.0,2368.0,432000.0
230400,25,0,0,1.0,85248.0,85248.0,8640000.0
11465097,30,0,1,72.0,85248.0,1184.0,10368000.0
11543288,30,0,3,1.0,85248.0,85248.0,144000.0
11642548,25,0,5,36.0,85248.0,2368.0,2160000.0
11465309,30,0,1,72.0,85248.0,1184.0,10368000.0
11294647,20,0,7,32.0,85248.0,2664.0,8640000.0
11465018,30,0,1,72.0,85248.0,1184.0,10368000.0
11465138,30,0,1,72.0,85248.0,1184.0,10368000.0
206660,25,0,0,72.0,85248.0,1184.0,1800000.0
11489411,25,0,0,1.0,173000.0,173000.0,432000.0
206660,25,0,0,72.0,85248.0,1184.0,1800000.0
11635319,25,0,0,1.0,85248.0,85248.0,108000.0
11574068,30,0,3,1.0,85248.0,85248.0,144000.0
11465791,30,0,1,72.0,85248.0,1184.0,10368000.0
11465420,30,0,1,72.0,85248.0,1184.0,10368000.0
11571781,30,0,1,72.0,85248.0,1184.0,10368000.0
11327634,20,0,0,1.0,85248.0,85248.0,432000.0
219507,25,0,0,1.0,85248.0,85248.0,4320000.0
11425128,30,0,1,72.0,85248.0,1184.0,10368000.0
11649467,25,0,4,1.0,85248.0,85248.0,900000.0
11539458,30,0,3,1.0,85248.0,85248.0,144000.0
11608303,25,0,0,1.0,85248.0,85248.0,108000.0
11625370,20,0,4,1.0,85248.0,85248.0,1800000.0
11574303,30,0,3,1.0,85248.0,85248.0,144000.0
11542829,30,0,3,1.0,85248.0,85248.0,144000.0
11604242,25,0,0,1.0,85248.0,85248.0,8640000.0
11383093,20,0,0,36.0,85248.0,2368.0,216000.0
11573914,30,0,3,1.0,85248.0,85248.0,144000.0
11465539,30,0,1,72.0,85248.0,1184.0,10368000.0
11562868,25,0,0,1.0,85248.0,85248.0,216000.0
11558437,20,0,0,36.0,85248.0,2368.0,1800000.0
11574035,30,0,3,1.0,85248.0,85248.0,144000.0
11502599,20,0,0,1.0,85248.0,85248.0,432000.0
194089,25,0,6,1.0,85248.0,85248.0,837000.0
11335252,20,0,0,1.0,85248.0,85248.0,432000.0
11566966,20,0,0,36.0,85248.0,2368.0,8640000.0
11323718,20,6,0,1.0,751616.0,751616.0,3456000.0
11510107,30,0,0,1.0,85248.0,85248.0,10368000.0
230024,25,0,0,1.0,85248.0,85248.0,8640000.0
11352291,20,0,0,1.0,85248.0,85248.0,432000.0
11525489,20,0,2,36.0,85248.0,2368.0,432000.0
11425552,30,0,1,72.0,85248.0,1184.0,10368000.0
11540070,30,0,3,1.0,85248.0,85248.0,144000.0
11642265,25,0,5,36.0,85248.0,2368.0,2160000.0
11569494,30,0,3,1.0,85248.0,85248.0,144000.0
11539503,30,0,3,1.0,85248.0,85248.0,144000.0
11540151,30,0,3,1.0,85248.0,85248.0,144000.0
11488345,25,0,0,1.0,85248.0,85248.0,4320000.0
219450,25,0,0,1.0,85248.0,85248.0,4320000.0
11455580,30,0,1,72.0,85248.0,1184.0,10368000.0
11300817,20,0,7,32.0,85248.0,2664.0,8640000.0
11573765,30,0,3,1.0,85248.0,85248.0,144000.0
11642775,25,0,5,36.0,85248.0,2368.0,2160000.0
254060,25,0,0,36.0,85248.0,2368.0,8640000.0
11405340,20,0,0,1.0,85248.0,85248.0,432000.0
11579422,25,0,0,1.0,180224.0,180224.0,8529000.0
11455741,30,0,1,72.0,85248.0,1184.0,10368000.0
11636577,25,0,0,1.0,85248.0,85248.0,8640000.0
11623819,20,0,4,1.0,85248.0,85248.0,1800000.0
261973,25,0,0,36.0,85248.0,2368.0,8640000.0
206660,25,0,0,72.0,85248.0,1184.0,1800000.0
11649493,25,0,4,1.0,85248.0,85248.0,900000.0
5142,25,0,0,1.0,85248.0,85248.0,108000.0
11324576,20,0,0,1.0,85248.0,85248.0,432000.0
5910,20,0,0,1.0,85248.0,85248.0,108000.0
11643543,25,0,5,36.0,85248.0,2368.0,2160000.0
18652,25,0,8,1.0,85248.0,85248.0,351000.0
15635,30,0,0,1.0,85248.0,85248.0,432000.0
17595,25,0,6,1.0,85248.0,85248.0,253800.0
11465369,30,0,1,72.0,85248.0,1184.0,10368000.0
11326605,20,0,0,1.0,85248.0,85248.0,432000.0
11560371,20,0,0,1.0,85248.0,85248.0,432000.0
11500978,25,0,0,1.0,180000.0,180000.0,8460000.0
11438502,20,0,0,1.0,85248.0,85248.0,432000.0
11571353,30,0,1,72.0,85248.0,1184.0,10368000.0
11569188,30,0,3,1.0,85248.0,85248.0,144000.0
11532430,20,0,0,1.0,85248.0,85248.0,432000.0
11578864,25,0,0,1.0,85248.0,85248.0,8640000.0
11554469,25,0,0,1.0,85248.0,85248.0,432000.0
11465937,30,0,1,72.0,85248.0,1184.0,10368000.0
11436885,20,0,0,1.0,180224.0,180224.0,432000.0
11633947,20,0,0,1.0,85248.0,85248.0,5400000.0
11446516,20,0,0,1.0,85248.0,85248.0,432000.0
11648741,20,0,0,1.0,85248.0,85248.0,432000.0
11578967,25,0,0,1.0,85248.0,85248.0,108000.0
11651104,20,0,0,18.0,85248.0,4736.0,2970000.0
11454246,25,0,0,1.0,85248.0,85248.0,104400.0
11307154,25,0,0,1.0,85248.0,85248.0,432000.0
11465437,30,0,1,72.0,85248.0,1184.0,10368000.0
11475497,30,0,0,36.0,85248.0,2368.0,288000.0
11465712,30,0,1,72.0,85248.0,1184.0,10368000.0
14832,30,0,3,1.0,85248.0,85248.0,144000.0
11574157,30,0,3,1.0,85248.0,85248.0,144000.0
11362188,20,0,0,36.0,85248.0,2368.0,4320000.0
10654,20,0,0,36.0,85248.0,2368.0,108000.0
11540074,30,0,3,1.0,85248.0,85248.0,144000.0
11642675,25,0,5,36.0,85248.0,2368.0,2160000.0
11540311,30,0,3,1.0,85248.0,85248.0,144000.0
11634494,25,0,0,1.0,85248.0,85248.0,108000.0
11370421,20,0,0,1.0,85248.0,85248.0,432000.0
11538909,25,0,0,1.0,85248.0,85248.0,414000.0
11542927,30,0,3,1.0,85248.0,85248.0,144000.0
11574094,30,0,3,1.0,85248.0,85248.0,144000.0
11465561,30,0,1,72.0,85248.0,1184.0,10368000.0
11496464,20,0,0,1.0,85248.0,85248.0,432000.0
191610,30,0,0,1.0,85248.0,85248.0,288000.0
11338618,20,0,0,1.0,85248.0,85248.0,432000.0
11540396,30,0,3,1.0,85248.0,85248.0,144000.0
11480567,20,0,0,1.0,85248.0,85248.0,432000.0
14850,30,0,3,1.0,85248.0,85248.0,144000.0
11543251,30,0,3,1.0,85248.0,85248.0,144000.0
11446162,20,0,0,1.0,85248.0,85248.0,432000.0
11642997,25,0,5,36.0,85248.0,2368.0,2160000.0
11365356,20,0,0,1.0,90000.0,90000.0,8640000.0
11465317,30,0,1,72.0,85248.0,1184.0,10368000.0
11604215,25,0,0,1.0,85248.0,85248.0,8640000.0
5137,25,0,0,1.0,85248.0,85248.0,108000.0
11457370,20,0,0,1.0,85248.0,85248.0,432000.0
17608,25,0,0,1.0,85248.0,85248.0,302400.0
11453983,25,1,0,1.0,751616.0,751616.0,288000.0
11384399,20,0,0,1.0,85248.0,85248.0,432000.0
11621003,20,0,4,1.0,85248.0,85248.0,1800000.0
2727,25,0,0,1.0,85248.0,85248.0,104400.0
191248,25,0,0,72.0,85248.0,1184.0,432000.0
14888,30,0,3,1.0,85248.0,85248.0,144000.0
11651156,20,0,0,18.0,85248.0,4736.0,2970000.0
11480156,20,0,0,1.0,85248.0,85248.0,432000.0
206947,25,0,0,1.0,85248.0,85248.0,2160000.0
11470264,20,0,0,1.0,85248.0,85248.0,432000.0
11455367,30,0,1,72.0,85248.0,1184.0,10368000.0
11465801,30,0,1,72.0,85248.0,1184.0,10368000.0
11647192,25,0,4,1.0,85248.0,85248.0,900000.0
11311715,25,0,0,1.0,85248.0,85248.0,4320000.0
11465917,30,0,1,72.0,85248.0,1184.0,10368000.0
11571597,30,0,1,72.0,85248.0,1184.0,10368000.0
11512601,30,0,1,72.0,85248.0,1184.0,10368000.0
11465642,30,0,1,72.0,85248.0,1184.0,10368000.0
11642294,25,0,5,36.0,85248.0,2368.0,2160000.0
11641684,25,0,5,36.0,85248.0,2368.0,2160000.0
11571273,30,0,1,72.0,85248.0,1184.0,10368000.0
11395583,20,0,0,1.0,85248.0,85248.0,432000.0
18652,25,0,8,1.0,85248.0,85248.0,351000.0
11612031,20,0,0,36.0,85248.0,2368.0,432000.0
11460882,20,0,0,1.0,85248.0,85248.0,432000.0
11540199,30,0,3,1.0,85248.0,85248.0,144000.0
11512577,30,0,1,72.0,85248.0,1184.0,10368000.0
11647964,25,0,0,1.0,170000.0,170000.0,8640000.0
11465639,30,0,1,72.0,85248.0,1184.0,10368000.0
11430583,30,0,1,72.0,85248.0,1184.0,10368000.0
11344829,20,0,0,1.0,85248.0,85248.0,432000.0
11639620,20,0,5,36.0,85248.0,2368.0,2160000.0
17595,25,0,6,1.0,85248.0,85248.0,253800.0
254059,25,0,0,36.0,85248.0,2368.0,8640000.0
11647443,25,0,4,1.0,85248.0,85248.0,900000.0
11406582,20,0,0,1.0,85248.0,85248.0,432000.0
194089,25,0,6,1.0,85248.0,85248.0,837000.0
14714,30,0,3,1.0,85248.0,85248.0,144000.0
11611311,20,0,0,36.0,85248.0,2368.0,432000.0
11465656,30,0,1,72.0,85248.0,1184.0,10368000.0
11512430,30,0,1,72.0,85248.0,1184.0,10368000.0
11543215,30,0,3,1.0,85248.0,85248.0,144000.0
11586,25,1,0,1.0,751616.0,751616.0,288000.0
11543267,30,0,3,1.0,85248.0,85248.0,144000.0
11562973,25,0,0,1.0,85248.0,85248.0,216000.0
11540346,30,0,3,1.0,85248.0,85248.0,144000.0
11445471,20,0,0,1.0,85248.0,85248.0,432000.0
11467203,20,0,0,36.0,85248.0,2368.0,8640000.0
11306342,25,0,0,1.0,85248.0,85248.0,432000.0
11540235,30,0,3,1.0,85248.0,85248.0,144000.0
11464820,30,0,1,72.0,85248.0,1184.0,10368000.0
224379,20,0,0,36.0,85248.0,2368.0,4320000.0
11642631,25,0,5,36.0,85248.0,2368.0,2160000.0
11569514,30,0,3,1.0,85248.0,85248.0,144000.0
11323024,20,0,7,32.0,85248.0,2664.0,8640000.0
11641522,25,0,5,36.0,85248.0,2368.0,2160000.0
11668994,25,0,0,1.0,170000.0,170000.0,8640000.0
11360907,20,0,7,32.0,85248.0,2664.0,8640000.0
11425529,30,0,1,72.0,85248.0,1184.0,10368000.0
11571614,30,0,1,72.0,85248.0,1184.0,10368000.0
11669061,25,0,0,1.0,170000.0,170000.0,8640000.0
14729,30,0,3,1.0,85248.0,85248.0,144000.0
11543211,30,0,3,1.0,85248.0,85248.0,144000.0
11371524,20,0,0,1.0,85248.0,85248.0,432000.0
11448909,20,0,0,1.0,85248.0,85248.0,432000.0
11647759,25,0,4,1.0,85248.0,85248.0,900000.0
11646916,25,0,4,1.0,85248.0,85248.0,900000.0
11574259,30,0,3,1.0,85248.0,85248.0,144000.0
11304142,25,0,0,1.0,90000.0,90000.0,4317000.0
1943,25,0,0,1.0,85248.0,85248.0,36000.0
11550283,30,0,3,1.0,85248.0,85248.0,144000.0
11612501,20,0,0,36.0,85248.0,2368.0,432000.0
11466611,20,0,2,36.0,85248.0,2368.0,432000.0
11646833,25,0,4,1.0,85248.0,85248.0,900000.0
